iter_end,module,count,total_ms,mean_ms,min_ms,max_ms
860,o_proj,360,13.5404,0.0376,0.0369,0.0399
860,qkv_proj,360,14.6217,0.0406,0.0379,0.0686
870,attn,360,264.2166,0.7339,0.7137,1.0189
870,attn_kernel,360,229.6658,0.6380,0.6195,0.8817
870,down_proj,360,22.0252,0.0612,0.0594,0.0635
870,gate_up_proj,360,37.3545,0.1038,0.1014,0.1075
870,mlp,360,67.6065,0.1878,0.1843,0.1925
870,o_proj,360,13.5680,0.0377,0.0369,0.0399
870,qkv_proj,360,14.5879,0.0405,0.0379,0.0686
880,attn,360,264.7798,0.7355,0.7137,1.0250
880,attn_kernel,360,230.2157,0.6395,0.6195,0.8909
880,down_proj,360,22.0682,0.0613,0.0594,0.0635
880,gate_up_proj,360,37.2634,0.1035,0.1014,0.1065
880,mlp,360,67.5533,0.1876,0.1843,0.1915
880,o_proj,360,13.5567,0.0377,0.0358,0.0399
880,qkv_proj,360,14.6115,0.0406,0.0379,0.0676
890,attn,360,264.5268,0.7348,0.7148,1.0322
890,attn_kernel,360,229.9453,0.6387,0.6195,0.8940
890,down_proj,360,22.0518,0.0613,0.0594,0.0635
890,gate_up_proj,360,37.3494,0.1037,0.1014,0.1075
890,mlp,360,67.6178,0.1878,0.1843,0.1925
890,o_proj,360,13.5608,0.0377,0.0358,0.0399
890,qkv_proj,360,14.6156,0.0406,0.0379,0.0707
900,attn,360,247.0369,0.6862,0.6584,1.0045
900,attn_kernel,360,211.1764,0.5866,0.5601,0.8694
900,down_proj,360,23.2806,0.0647,0.0594,0.0707
900,gate_up_proj,360,37.5071,0.1042,0.1004,0.1075
900,mlp,360,69.0248,0.1917,0.1853,0.1987
900,o_proj,360,14.8767,0.0413,0.0369,0.0451
900,qkv_proj,360,14.5971,0.0405,0.0379,0.0686
910,attn,360,246.2362,0.6840,0.6636,0.9533
910,attn_kernel,360,210.2589,0.5841,0.5652,0.8151
910,down_proj,360,23.4250,0.0651,0.0604,0.0707
910,gate_up_proj,360,37.5265,0.1042,0.1014,0.1075
910,mlp,360,69.1640,0.1921,0.1874,0.1997
910,o_proj,360,14.9750,0.0416,0.0389,0.0440
910,qkv_proj,360,14.6227,0.0406,0.0379,0.0727
920,attn,360,246.6181,0.6851,0.6625,0.9677
920,attn_kernel,360,210.4556,0.5846,0.5642,0.8294
920,down_proj,360,23.4240,0.0651,0.0604,0.0717
920,gate_up_proj,360,37.5378,0.1043,0.1004,0.1075
920,mlp,360,69.1651,0.1921,0.1864,0.1987
920,o_proj,360,14.9914,0.0416,0.0389,0.0451
920,qkv_proj,360,14.6135,0.0406,0.0379,0.0686
930,attn,360,246.0365,0.6834,0.6615,0.9656
930,attn_kernel,360,210.0429,0.5835,0.5632,0.8284
930,down_proj,360,23.3912,0.0650,0.0604,0.0707
930,gate_up_proj,360,37.5491,0.1043,0.1004,0.1085
930,mlp,360,69.1456,0.1921,0.1864,0.2007
930,o_proj,360,14.9791,0.0416,0.0389,0.0451
930,qkv_proj,360,14.6268,0.0406,0.0379,0.0788
940,attn,360,246.2894,0.6841,0.6646,0.9523
940,attn_kernel,360,210.3101,0.5842,0.5663,0.8120
940,down_proj,360,23.3923,0.0650,0.0604,0.0707
940,gate_up_proj,360,37.5368,0.1043,0.1004,0.1075
940,mlp,360,69.1436,0.1921,0.1864,0.1997
940,o_proj,360,14.9678,0.0416,0.0399,0.0451
940,qkv_proj,360,14.6237,0.0406,0.0379,0.0676
950,attn,360,246.5239,0.6848,0.6605,0.9994
950,attn_kernel,360,210.5129,0.5848,0.5612,0.8602
950,down_proj,360,23.4035,0.0650,0.0604,0.0707
950,gate_up_proj,360,37.5214,0.1042,0.1004,0.1075
950,mlp,360,69.1507,0.1921,0.1864,0.1997
950,o_proj,360,14.9852,0.0416,0.0389,0.0451
950,qkv_proj,360,14.6207,0.0406,0.0379,0.0676
960,attn,360,245.8819,0.6830,0.6615,0.9677
960,attn_kernel,360,209.8258,0.5828,0.5632,0.8243
960,down_proj,360,23.4281,0.0651,0.0604,0.0707
960,gate_up_proj,360,37.5060,0.1042,0.1014,0.1075
960,mlp,360,69.1661,0.1921,0.1874,0.1997
960,o_proj,360,14.9606,0.0416,0.0389,0.0440
960,qkv_proj,360,14.6248,0.0406,0.0379,0.0850
970,attn,360,246.4195,0.6845,0.6605,1.0097
970,attn_kernel,360,210.4228,0.5845,0.5632,0.8714
970,down_proj,360,23.4281,0.0651,0.0604,0.0717
970,gate_up_proj,360,37.5050,0.1042,0.1014,0.1075
970,mlp,360,69.1804,0.1922,0.1864,0.1997
970,o_proj,360,14.9791,0.0416,0.0389,0.0451
970,qkv_proj,360,14.6156,0.0406,0.0379,0.0696
980,attn,360,246.4215,0.6845,0.6636,0.9667
980,attn_kernel,360,210.4033,0.5845,0.5632,0.8233
980,down_proj,360,23.4076,0.0650,0.0594,0.0717
980,gate_up_proj,360,37.7098,0.1047,0.1014,0.2867
980,mlp,360,69.3166,0.1925,0.1864,0.3748
980,o_proj,360,14.9811,0.0416,0.0389,0.0440
980,qkv_proj,360,14.6442,0.0407,0.0379,0.0799
990,attn,360,246.5659,0.6849,0.6605,1.0025
990,attn_kernel,360,210.5119,0.5848,0.5632,0.8499
990,down_proj,360,23.4281,0.0651,0.0604,0.0707
990,gate_up_proj,360,37.5224,0.1042,0.1004,0.1075
990,mlp,360,69.1599,0.1921,0.1864,0.1987
990,o_proj,360,14.9944,0.0417,0.0389,0.0451
990,qkv_proj,360,14.6524,0.0407,0.0379,0.0748
1000,attn,360,260.6418,0.7240,0.7086,1.0332
1000,attn_kernel,360,225.9968,0.6278,0.6124,0.8980
1000,down_proj,360,22.1184,0.0614,0.0594,0.0645
1000,gate_up_proj,360,37.2685,0.1035,0.1014,0.1075
1000,mlp,360,67.6372,0.1879,0.1843,0.1925
1000,o_proj,360,13.6438,0.0379,0.0358,0.0399
1000,qkv_proj,360,14.6074,0.0406,0.0379,0.0676
1010,attn,360,260.8138,0.7245,0.7066,1.0281
1010,attn_kernel,360,226.0972,0.6280,0.6124,0.8909
1010,down_proj,360,22.1061,0.0614,0.0594,0.0635
1010,gate_up_proj,360,37.2818,0.1036,0.1014,0.1075
1010,mlp,360,67.6495,0.1879,0.1843,0.1925
1010,o_proj,360,13.6315,0.0379,0.0358,0.0399
1010,qkv_proj,360,14.6452,0.0407,0.0379,0.0860
1020,attn,360,261.3760,0.7260,0.7076,1.3834
1020,attn_kernel,360,226.7105,0.6298,0.6113,1.2882
1020,down_proj,360,22.0897,0.0614,0.0594,0.0645
1020,gate_up_proj,360,37.2664,0.1035,0.1004,0.1085
1020,mlp,360,67.6352,0.1879,0.1843,0.1925
1020,o_proj,360,13.6376,0.0379,0.0358,0.0399
1020,qkv_proj,360,14.6483,0.0407,0.0379,0.0696
1030,attn,360,260.8998,0.7247,0.7045,1.0363
1030,attn_kernel,360,226.2118,0.6284,0.6113,0.9001
1030,down_proj,360,22.1020,0.0614,0.0594,0.0645
1030,gate_up_proj,360,37.2972,0.1036,0.1004,0.1075
1030,mlp,360,67.6690,0.1880,0.1843,0.1925
1030,o_proj,360,13.6315,0.0379,0.0369,0.0399
1030,qkv_proj,360,14.6340,0.0406,0.0379,0.0686
1040,attn,360,260.8804,0.7247,0.7086,1.0496
1040,attn_kernel,360,226.1760,0.6283,0.6134,0.9062
1040,down_proj,360,22.1010,0.0614,0.0594,0.0635
1040,gate_up_proj,360,37.3176,0.1037,0.1004,0.1075
1040,mlp,360,67.6690,0.1880,0.1853,0.1946
1040,o_proj,360,13.6468,0.0379,0.0369,0.0399
1040,qkv_proj,360,14.6504,0.0407,0.0379,0.0707
1050,attn,360,261.2511,0.7257,0.7055,1.0772
1050,attn_kernel,360,226.4842,0.6291,0.6113,0.9308
1050,down_proj,360,22.1123,0.0614,0.0594,0.0635
1050,gate_up_proj,360,37.2644,0.1035,0.1014,0.1075
1050,mlp,360,67.6352,0.1879,0.1843,0.1925
1050,o_proj,360,13.6212,0.0378,0.0358,0.0410
1050,qkv_proj,360,14.6760,0.0408,0.0379,0.0758
1060,attn,360,261.4211,0.7262,0.7066,1.1172
1060,attn_kernel,360,226.6737,0.6296,0.6124,0.9748
1060,down_proj,360,22.1174,0.0614,0.0594,0.0635
1060,gate_up_proj,360,37.2634,0.1035,0.1014,0.1075
1060,mlp,360,67.6270,0.1879,0.1843,0.1925
1060,o_proj,360,13.6489,0.0379,0.0369,0.0399
1060,qkv_proj,360,14.6924,0.0408,0.0389,0.0850
1070,attn,360,261.1169,0.7253,0.7076,1.0895
1070,attn_kernel,360,226.3788,0.6288,0.6134,0.9400
1070,down_proj,360,22.1061,0.0614,0.0594,0.0645
1070,gate_up_proj,360,37.3115,0.1036,0.1004,0.1075
1070,mlp,360,67.6536,0.1879,0.1843,0.1925
1070,o_proj,360,13.6366,0.0379,0.0358,0.0399
1070,qkv_proj,360,14.6924,0.0408,0.0379,0.0840
1080,attn,360,261.2593,0.7257,0.7076,1.0537
1080,attn_kernel,360,226.4996,0.6292,0.6124,0.9093
1080,down_proj,360,22.1082,0.0614,0.0594,0.0635
1080,gate_up_proj,360,37.3002,0.1036,0.1014,0.1075
1080,mlp,360,67.6475,0.1879,0.1843,0.1915
1080,o_proj,360,13.6366,0.0379,0.0369,0.0399
1080,qkv_proj,360,14.6801,0.0408,0.0389,0.0758
1090,attn,360,260.8302,0.7245,0.7035,1.0680
1090,attn_kernel,360,226.1473,0.6282,0.6093,0.9298
1090,down_proj,360,22.1204,0.0614,0.0594,0.0635
1090,gate_up_proj,360,37.2941,0.1036,0.1014,0.1085
1090,mlp,360,67.6721,0.1880,0.1843,0.1925
1090,o_proj,360,13.6315,0.0379,0.0369,0.0399
1090,qkv_proj,360,14.6422,0.0407,0.0379,0.0717
1100,attn,360,259.5062,0.7209,0.7014,1.0680
1100,attn_kernel,360,224.8407,0.6246,0.6083,0.9247
1100,down_proj,360,22.0416,0.0612,0.0594,0.0645
1100,gate_up_proj,360,37.4344,0.1040,0.1014,0.1085
1100,mlp,360,67.6854,0.1880,0.1843,0.1925
1100,o_proj,360,13.5793,0.0377,0.0369,0.0389
1100,qkv_proj,360,14.6657,0.0407,0.0389,0.0870
1110,attn,360,259.3505,0.7204,0.7014,1.0476
1110,attn_kernel,360,224.7240,0.6242,0.6083,0.9083
1110,down_proj,360,22.0436,0.0612,0.0594,0.0635
1110,gate_up_proj,360,37.4272,0.1040,0.1014,0.1075
1110,mlp,360,67.6813,0.1880,0.1843,0.1925
1110,o_proj,360,13.5844,0.0377,0.0369,0.0399
1110,qkv_proj,360,14.6401,0.0407,0.0379,0.0707
1120,attn,360,259.6116,0.7211,0.7035,1.0496
1120,attn_kernel,360,224.9871,0.6250,0.6072,0.9103
1120,down_proj,360,22.0283,0.0612,0.0594,0.0635
1120,gate_up_proj,360,37.4118,0.1039,0.1014,0.1085
1120,mlp,360,67.6536,0.1879,0.1843,0.1925
1120,o_proj,360,13.5813,0.0377,0.0369,0.0399
1120,qkv_proj,360,14.6043,0.0406,0.0379,0.0707
1130,attn,360,259.5973,0.7211,0.7035,1.0404
1130,attn_kernel,360,224.9564,0.6249,0.6072,0.9011
1130,down_proj,360,22.0467,0.0612,0.0594,0.0635
1130,gate_up_proj,360,37.4036,0.1039,0.1014,0.1075
1130,mlp,360,67.6475,0.1879,0.1843,0.1915
1130,o_proj,360,13.5731,0.0377,0.0369,0.0399
1130,qkv_proj,360,14.6565,0.0407,0.0379,0.0819
1140,attn,360,259.6895,0.7214,0.7035,1.0455
1140,attn_kernel,360,225.0332,0.6251,0.6083,0.9062
1140,down_proj,360,22.0375,0.0612,0.0594,0.0645
1140,gate_up_proj,360,37.4098,0.1039,0.1014,0.1085
1140,mlp,360,67.6372,0.1879,0.1843,0.1925
1140,o_proj,360,13.5547,0.0377,0.0369,0.0399
1140,qkv_proj,360,14.6452,0.0407,0.0379,0.0707
1150,attn,360,259.8554,0.7218,0.7035,1.0424
1150,attn_kernel,360,225.0783,0.6252,0.6093,0.9042
1150,down_proj,360,22.0416,0.0612,0.0594,0.0645
1150,gate_up_proj,360,37.3903,0.1039,0.1014,0.1075
1150,mlp,360,67.6280,0.1879,0.1843,0.1925
1150,o_proj,360,13.7370,0.0382,0.0369,0.1987
1150,qkv_proj,360,14.6248,0.0406,0.0379,0.0707
1160,attn,360,260.0827,0.7225,0.7014,1.2268
1160,attn_kernel,360,225.3548,0.6260,0.6083,1.0240
1160,down_proj,360,22.0283,0.0612,0.0594,0.0655
1160,gate_up_proj,360,37.3903,0.1039,0.1014,0.1075
1160,mlp,360,67.6506,0.1879,0.1843,0.1935
1160,o_proj,360,13.5670,0.0377,0.0358,0.0399
1160,qkv_proj,360,14.6893,0.0408,0.0379,0.1311
1170,attn,360,259.7335,0.7215,0.7045,1.0404
1170,attn_kernel,360,225.1069,0.6253,0.6072,0.9011
1170,down_proj,360,22.0088,0.0611,0.0594,0.0645
1170,gate_up_proj,360,37.4067,0.1039,0.1014,0.1075
1170,mlp,360,67.6598,0.1879,0.1853,0.1915
1170,o_proj,360,13.5854,0.0377,0.0358,0.0399
1170,qkv_proj,360,14.6463,0.0407,0.0379,0.0707
1180,attn,360,260.4012,0.7233,0.7025,1.4285
1180,attn_kernel,360,225.7633,0.6271,0.6083,1.3312
1180,down_proj,360,22.0170,0.0612,0.0594,0.0635
1180,gate_up_proj,360,37.3555,0.1038,0.1004,0.1075
1180,mlp,360,67.7898,0.1883,0.1843,0.3748
1180,o_proj,360,13.5854,0.0377,0.0369,0.0399
1180,qkv_proj,360,14.6627,0.0407,0.0379,0.0870
1190,attn,360,245.9464,0.6832,0.5151,1.0373
1190,attn_kernel,360,211.1232,0.5865,0.4178,0.8980
1190,down_proj,360,22.3017,0.0619,0.0594,0.0696
1190,gate_up_proj,360,37.6054,0.1045,0.1004,0.2058
1190,mlp,360,68.1318,0.1893,0.1843,0.2898
1190,o_proj,360,13.8301,0.0384,0.0369,0.0440
1190,qkv_proj,360,14.5879,0.0405,0.0379,0.0707
1200,attn,360,191.9703,0.5333,0.5161,0.8090
1200,attn_kernel,360,156.1211,0.4337,0.4178,0.6738
1200,down_proj,360,23.5694,0.0655,0.0604,0.0717
1200,gate_up_proj,360,37.5020,0.1042,0.1004,0.1085
1200,mlp,360,69.2797,0.1924,0.1864,0.2007
1200,o_proj,360,14.8797,0.0413,0.0389,0.0440
1200,qkv_proj,360,14.5572,0.0404,0.0379,0.0666
1210,attn,360,191.8372,0.5329,0.5171,0.8131
1210,attn_kernel,360,156.0504,0.4335,0.4178,0.6758
1210,down_proj,360,23.5233,0.0653,0.0594,0.0717
1210,gate_up_proj,360,37.4743,0.1041,0.0993,0.1075
1210,mlp,360,69.2029,0.1922,0.1864,0.1987
1210,o_proj,360,14.8306,0.0412,0.0389,0.0440
1210,qkv_proj,360,14.5418,0.0404,0.0379,0.0666
1220,attn,360,191.9785,0.5333,0.5181,0.8489
1220,attn_kernel,360,156.1733,0.4338,0.4198,0.7117
1220,down_proj,360,23.6104,0.0656,0.0594,0.0717
1220,gate_up_proj,360,37.4641,0.1041,0.1004,0.1085
1220,mlp,360,69.3043,0.1925,0.1874,0.1987
1220,o_proj,360,14.8777,0.0413,0.0389,0.0440
1220,qkv_proj,360,14.5531,0.0404,0.0379,0.0676
1230,attn,360,192.3512,0.5343,0.5161,0.8161
1230,attn_kernel,360,156.5460,0.4349,0.4188,0.6779
1230,down_proj,360,23.5346,0.0654,0.0604,0.0707
1230,gate_up_proj,360,37.5583,0.1043,0.1004,0.2058
1230,mlp,360,69.3084,0.1925,0.1853,0.2959
1230,o_proj,360,14.8296,0.0412,0.0389,0.0440
1230,qkv_proj,360,14.5592,0.0404,0.0379,0.0686
1240,attn,360,191.9621,0.5332,0.5151,0.8131
1240,attn_kernel,360,156.1201,0.4337,0.4168,0.6717
1240,down_proj,360,23.5715,0.0655,0.0594,0.0727
1240,gate_up_proj,360,37.4753,0.1041,0.1004,0.1075
1240,mlp,360,69.2767,0.1924,0.1874,0.1987
1240,o_proj,360,14.8572,0.0413,0.0389,0.0440
1240,qkv_proj,360,14.5777,0.0405,0.0379,0.0686
1250,attn,360,192.2929,0.5341,0.5171,0.8284
1250,attn_kernel,360,156.4365,0.4345,0.4209,0.6892
1250,down_proj,360,23.6237,0.0656,0.0604,0.0717
1250,gate_up_proj,360,37.3965,0.1039,0.1004,0.1075
1250,mlp,360,69.2511,0.1924,0.1874,0.1987
1250,o_proj,360,14.8644,0.0413,0.0389,0.0440
1250,qkv_proj,360,14.5664,0.0405,0.0379,0.0676
1260,attn,360,192.4362,0.5345,0.5171,0.8264
1260,attn_kernel,360,156.6116,0.4350,0.4188,0.6881
1260,down_proj,360,23.5551,0.0654,0.0604,0.0717
1260,gate_up_proj,360,37.4743,0.1041,0.0993,0.1075
1260,mlp,360,69.2419,0.1923,0.1864,0.1987
1260,o_proj,360,14.8337,0.0412,0.0389,0.0440
1260,qkv_proj,360,14.5654,0.0405,0.0379,0.0686
1270,attn,360,192.3359,0.5343,0.5171,0.8212
1270,attn_kernel,360,156.5215,0.4348,0.4198,0.6820
1270,down_proj,360,23.5837,0.0655,0.0594,0.0727
1270,gate_up_proj,360,37.4917,0.1041,0.1004,0.1075
1270,mlp,360,69.3064,0.1925,0.1874,0.1987
1270,o_proj,360,14.8541,0.0413,0.0379,0.0440
1270,qkv_proj,360,14.5705,0.0405,0.0379,0.0707
1280,attn,360,192.5120,0.5348,0.5161,0.8387
1280,attn_kernel,360,156.6802,0.4352,0.4198,0.6963
1280,down_proj,360,23.5858,0.0655,0.0594,0.0717
1280,gate_up_proj,360,37.4467,0.1040,0.1004,0.1075
1280,mlp,360,69.2582,0.1924,0.1874,0.1987
1280,o_proj,360,14.8152,0.0412,0.0389,0.0440
1280,qkv_proj,360,14.5705,0.0405,0.0379,0.0717
